rec,UWA Arrest ID,Arresting officer,Date,Station,Outpost name,Location name,Detection,Crime type,Offence Loc.
1193,,"Twine, Innocent",08/10-2013,,,maramagambo,,Illegal entry into a wildlife protected area,
1194,,"Twine,Innocent",08/10-2013,,,Maramagambo,,Illegal entry into a wildlife protected area,
1195,,"Linalyogha,ECHERU",06/10-2013,,,l.George,,illegal entry into a wildlife protected area,
1196,,,03/10-2013,,,Mbuga lake,,hunting of wild animals,
1197,,"Obote,Byamugisha",03/10-2013,,,Rwenjubu,,Illegal entry into a wildlife protected area,
1198,,"Obote,Byamugisha",03/10-2013,,,Rwenjubu,,Illegal entry into a wildlife protected area,
1199,,"Kyathumba,Innocent,Kinene",10/10-2013,,,Kacuba,,illegal entry a wildife protected area,
1200,OMNI-0-2015-01-13-1,Kyathumba Kinene Innocent,10/10-2013,MFCA,,L. Kacuba,Other,Illegal fishing,MFCA
1201,,"Kyathumba,Obero",14/10-2013,,,Kyasanduka,,illegal entry into a wildlife protected area,
1202,,"Kyathumba,Obero",14/10-2013,,,Kyasanduka,,illegal entry into a wildlife protected area,
1203,,"Kyathumba,Obero",14/10-2013,,,Kyasanduka,,illegal entry into a wildlife protected area,
1204,,"Kyathumba,Obero",14/10-2013,,,Kyasanduka,,illegal entry into a wildlife protected area,
1205,,Pastor,11/10-2013,,,Kasambya,,possession of wildlife specimen,
1206,,"Machati,Tirwomwe",20/10-2013,,,Katole,,Illegal entry into a wildlife protected area,
1207,,"Machati,Tirwomwe",20/10-2013,,,Katole,,Illegal entry into a wildlife protected area,
1208,,"Machati,Tirwomwe",20/10-2013,,,Katole,,Illegal entry into a wildlife protected area,
1209,,"Machati,Tirwomwe",20/10-2013,,,Katole,,Illegal entry into a wildlife protected area,
1210,,Zefrino,20/10-2013,,,Omukirimbi,,Illegal entry into a wildlife protected area,
1211,,Zefrino,20/10-2013,,,Omukirimbi,,Illegal entry into a wildlife protected area,
1212,,"George,Kyathumba",19/10-2013,,,Kameme,,UN LAWFUL POSSESSION OF DEVICES,
1213,,"George,Kyathumber",19/10-2013,,,Kameme,,Possession of dvices,
1214,,"George,Kyathumba",19/10-2013,,,Kameme,,Possession of devices,
1215,,"George,Kyathumba",19/10-2013,,,Kameme,,Possession of devices,
1216,,,19/10-2013,,,Kameme,,Possession of devices,
1217,,"Kiiza,Kananura",17/10-2013,,,Kazinga channel,,Un lawful entry into a wildlife protected area,
1218,,"Kiiza, Kananura",17/10-2013,,,Kazinga Channel,,,
1219,,"Kiiza,Kananura",17/10-2013,,,Kazinga channel,,Un lawful entry into a wildlife protected area,
1220,,"Kiiza,Kananura",17/10-2013,,,Kazinga Channel,,Possession of wildlife protected specimen,
1221,,"Kobwemi,Hakiri",17/10-2013,,,Kisomi,,Negligently permitting domestic animals into a wildlife protecte,
1222,,"Kyathumba,Twine",23/10-2013,,,Busunga,,Negligently permitting domestic a nimals into a wildlife protect,
1223,,"Twinomujuni,Tushabe Pius",27/10-2013,,,Rugarama,,Un lawful entry into a wildlife protected area,
1224,,"Machati,Toromwe",26/10-2013,,,Kafuro,,Killing of wild animals,
1225,,"Obote,Schola",31/10-2013,,,Mairukumi,,Illegal entry ointo a wildlife proteced area,
1226,,"Obote,Schola",31/10-2013,,,Mairukum,,Illegal entry into a wildlife protected area,
1227,,"Obote,Schola",31/10-2013,,,Mairukumi,,Illegal entry into a wildlife protected area,
1228,,Obote,31/10-2013,,,Mairukumi,,Illegal entry into a wildlife protected area,
1229,,"Obote,Schola",31/10-2013,,,Mairukumi,,Illegal entry into a wildlife protected area,
1230,,"Basus, Miria",03/11-2013,,,Kanyangeya,,Possession devices,
1231,,"Basusu,Miria",03/11-2013,,,Kanyangeya,,Illegal entry into a wildlife protected area,
1232,,Kinene,04/11-2013,,,Kanyamiyombo,,Negligently permitting domestic animals into a wildlife protecte,
1233,,"Kulu, Ngene",13/11-2013,,,Hakabale,,Illegal entry into a wildlife protected area,
1234,,"Karusu,Patince",12/11-2013,,,Island kabaronga,,Illegal entry into a wildlife protected area,
1235,,"Patience,Karusu",12/11-2013,,,Kabarongo,,Illlegal entry into a wildlife protected area,
1236,,"Patience,Karusu",12/11-2013,,,Kabarongo,,Illegal entry into a wildlife protected area,
1237,,"Kiiza,Asisira",19/11-2013,,,Maramagambo,,Illegal entry into a wildlife protected area,
1238,,Twine,21/11-2013,,,Kazinga channel,,Illegal entry into a wildlife protected area,
1239,,Twine,19/11-2013,,,Kazinga channel,,illegal entry into a wildlife protected area,
1240,,"Kiiza, Fana",26/11-2013,,,Rwemuhunda,,Illegal entry into a wildlife protected area,
1241,,"Kiiza, Fana",26/11-2013,,,Rwemuhunda,,Illegal entry into a wildlife protected area,
1242,,Kyarumba Police,21/11-2013,,,Kabingo,,POSSESSION OF WILDLIFE PROTECTED SPECIMEN,
1243,,Kyarumba Police,21/11-2013,,,Kabingo,,possession of wildlife protected specimen,
1244,,"Twinomujuni,Pius",27/11-2013,,,Kararo,,Illegal entry into a wildlife protected area,
1245,,Linalyogha,30/11-2013,,,hamukungu,,illegal entry into a wildlife protected area,
1246,,Kinene,12/11-2013,,,Kamera,,Un lawful entry into a wildlife protected area,
1247,,"Basusu,Milia",18/11-2013,,,Kichanga,,Illegal entry into a wildlife protected area,
1248,,"Kiiza,Fana",26/11-2013,,,Rwemuhunda,,Illegal entry into a wildlife protected area,
1249,,"Kiiza,Fana",26/11-2013,,,Rwemuhunda,,Illegal entry into a wildlife protected area,
1250,,"Gordon,Tuline",24/11-2013,,,Katwe,,Illegal entry into a wildlife protected area,
1251,,Machati,01/12-2013,,,Kanyabihere,,Illegal entry into a wildlife protected area,
1252,,Machati,01/12-2013,,,Kanyabihere,,Illegal entry into a wildlife protected area,
1253,,Machati,01/12-2013,,,Kanyabihere,,Illlegal entry into a wildlife protected area,
1254,,Machati,01/12-2013,,,Kanyabihere,,Illegal entry into a wildlife protected area,
1255,,"Amuriat,Zefrino",09/12-2013,,,l.George,,Illegal entry into a wildlife protected area,
1256,,"Kulu, Kinene",07/12-2013,,,Omukiyinja,,Illegal entry into a wildlife protected area,
1257,,"Kulu,Kinene",07/12-2013,,,Omukiyinja,,Illegal entry into a wildlife protected area,
1258,,"Gerald, Zirim",10/12-2013,,,Kiyanga,,Un lawful entry into a wildlife protected Area,
1259,,Bwoya,18/12-2013,,,Kyabakara,,Un Lawful entry into a wildlife protected area,
1260,,"Ali Bin Saaid, Fan Bwambale",19/12-2013,,,Kidodo,,possession of devices,
1261,,"Biryahamutima, Emanya David",20/12-2013,,,Immaramagambo,,Un law ful entry into a wildlife protected Area,
1262,,"Biryahamutimma,Emanya David",20/12-2013,,,Immaramagambo,,Un lawful entry into a wildlife protected area,
1263,,"George,Kiiza,Gorden",20/12-2013,,,Bigabo,,Un lawful entry into a wildlife protected entry,
1264,,"Kiiza,Gordon",20/12-2013,,,Bigabo,,Un law ful entry into a wildllife proteceted area,
1265,,"Kiiza,Gordon,George",20/12-2013,,,Bigabo,,Un lawful entry into a wildlife protected area,
1266,,"Kiiza,Gordon",20/12-2013,,,Bigabo,,Un law ful entry into a wildlife protected area,
1267,,"Gordon,Kiiza,George",20/12-2013,,,Bigabo,,Un lawful entry into a wildlife protected Area,
1268,,"Gordon, Kiiza, George",20/12-2013,,,Bigabo,,Un lawful entry into a wildlife protected Aera,
1269,,"Kiiza, Gordon,Georg",20/12-2013,,,Bigabo,,Un lawful entry into a wildlife protected,
1270,,"Gordon,Kiiza, George",20/12-2013,,,Bigabo,,Un lawful entry into a wildlife protected area,
1271,,"Gordon, Kiiza",20/12-2013,,,Bigabo,,illegal entry into a wildlife protected area,
1272,,"Gordon, Kiiza,George",20/12-2013,,,Bigabo,,Illegal entry into a wildlife protected area,
1273,,"Gordon,Kiiza,George",20/12-2013,,,Bigabo,,illegal entry into a wildlife protected Area,
1274,,"Kiiza, Gordon",20/12-2013,,,Bigabo,,illegal entry into a wildlife protected Arae,
1275,,"Gordon,Kiiza",20/12-2013,,,Bigabo,,illegal entry into a wildlife protected area,
1276,,"Gordon, Kiiza,George",20/12-2013,,,Bigabo,,illegal entry into a wildlife protected area,
1277,,"Gordon, Kiiza",20/12-2013,,,Bigabo,,illegal entry into a wildlife protected Arae,
1278,,"Gordon,Kiiza, George",20/12-2013,,,Bighabo,,illegal entry into a wildlife protected area,
1279,,"Emanuel,Bajurizi",28/12-2013,,,Rwempunu,,Un lawful entry into a wildlife protected area,
1280,,"Emmanuel,Bajurizi",28/12-2013,,,Rwempunu,,Un lawful entry into a wildlife protected area,
1281,,"Emmanuel,Bajurizi",28/12-2013,,,Rwempunu,,Un lawful entry into a wildlife protected area,
1282,,"Emmanuel,Bajurizi",28/12-2013,,,Rwempunu,,Un lawful entry into a wildlife protected area,
1283,,"Emmanuel, Bajurizi",28/12-2013,,,Rwempunu,,Un lawful entry into a wildlife protected area,
1284,,"Emmanuel,Bajurizi",28/12-2013,,,Rwempunu,,Un lawfull entry into a wildlife protected area,
1285,,"Emmanuel,Bajurizi",28/12-2013,,,Rwempunu,,Un lawful entry into a wildlife protected area,
1286,,"Emanuel, Bajurizi",28/12-2013,,,Rwempunu,,Un lawful entry into a wildlife protected area,
1287,,Emmanuel,28/12-2013,,,Rwenshema,,Un l;awful entry into a wildlife protected area,
1288,,Emmanuel,28/12-2013,,,Rwempunu,,Un lawful entry into a wildlife protected area,
1289,,Biryahamutima,15/01-2014,,,Omuriti,,Un law ful entry into a wildlife protected area,
1290,,"muhindo cypiriano,Kirunda",13/01-2014,,,Kikorongo,,Un lawful possession of devices capable of killing and disturbin,
1291,,Buluka,11/01-2014,,,Kabatoror Gate,,Un lawfull entry into a wildlife protected area,
1292,,Ngabirano,13/01-2014,,,Kyasanduka,,Un lawfull entry into a wildlife protected area,
1293,,"Muhindo Hussein,Miria",28/01-2014,,,Kabirizi,,Un lawful entry into a wildlife protected area,
1294,,Zefrino,01/01-2014,,,Kamulikwizi,,Negligently permitting domestic animals into a wildlife protecte,
1295,,,25/01-2014,,,Kaikubo,,un lawful entry into a wildlife protected carea,
1296,,Muhindo Husein,25/01-2014,,,Busunga,,Un lawful entry into a wildlife protected area,
1297,,Kiiza James,29/01-2014,,,Kanyangeya,,Un lawful entry into a wildlife protected area,
1298,,Kiiza James,29/01-2014,,,Kanyangeya,,Un lawful entry into a wildlife protected area,
1299,,Kiiza James,29/01-2014,,,Kanyangeya,,Un lawful entry into a wildlife protected area,
1300,,Kiiza James,29/01-2014,,,Kanyangeya,,Un lawful entry into a wildlife protected area,
1301,,Kiiza James,29/01-2014,,,Kanyangeya,,Un lawful entry into a wildlife protected area,
1302,,"Mahesi, muhindo cypriano",29/01-2014,,,Kikorongo Tc,,Possession of wildlife protected specimen,
1303,,"Mahesi,muhindo cypiriano",29/01-2014,,,Kikorongo T C,,Possession of wildife protected specimen,
1304,,"Mahesi, muhindo cypriano",29/01-2014,,,Kikorongo T C,,Possession of wildlife protected specimen,
1305,,"Mahesi,muhindo cypiriano",29/01-2014,,,Kikorongo,,Possession of wildlife protected specimen,
1306,,Dr. Magret,28/01-2014,,,Aong ishasha road,,Illegal entry into a wildlife protected area,
1307,,"Muhindo Hussein,Miria",28/01-2014,,,Kabirizi,,Illegal entry into a wildlife protected area,
1308,,"Muhindo Hussein,Miria",12/02-2014,,,Nyamugasani,,Negligently permitting domestic animals into a wildlife protecte,
1309,,Amuriate,15/02-2014,,,Kamulikwizi,,Illegal entry into a wildlife into a wildlife protected,
1310,,Amuriate Micheal,15/02-2014,,,Kamulikwizi,,Illegal entry into a wildlife protected area,
1311,,Enock,12/02-2014,,,Kanyampara,,Negligently permitting domestic animals into a wildlife protecte,
1312,,Owenyo,17/02-2014,,,Akika Island,,Illegal entry into a wildlife protected area,
1313,,Kinene,12/02-2014,,,Nyamugasani,,Negligently permitting domestic animals into a wildlife protecte,
1314,,Muhindo Hussein,05/02-2014,,,Busunga,,Negligently permitting domestic animals into a wildlife protecte,
1315,,Mahesi,12/02-2014,,,Nyaruzigaqti,,Illegal entry into a wildlife protected area,
1316,,"Kobwemi,Franco",22/02-2014,,,Nyaruhanga,,Illegal entry into a widlife protected area,
1317,,Kobwemi,22/02-2014,,,Nyaruhanga,,Illegal entry into a wildlife protected area,
1318,,Olero Okello ALFRED,26/02-2014,,,Kikeri,,Illegal entry into a wildlife protected area,
1319,,Bwambale Elisha,26/02-2014,,,Kempera,,Illegal entry into a wildlife protected area,
1320,,"Kulu,Flavian,Kibonge",26/02-2014,,,Rwemuhunda,,Illegal ntry into a wildlife protectyed area,
1321,,"Kulu,Flavian,Kibonge",26/02-2014,,,Rwemuhunda,,Illegal entry into a wildlife protected area,
1322,,"Kulu,Flavian,Kibonge",26/02-2014,,,Rwemuhunda,,Illegal entry into a wildlife protected area,
1323,,,26/02-2014,,,Nyamugasani,,ILLEGAL ENTRY INTO A WILDLIFE PROTECTED AREA,
1324,,"Flavian, Bwambale Elisha",09/03-2014,,,Kinera,,Illegal entry into Awildlife protected Area,
1325,,"Flavian,Elisha",09/03-2014,,,Kinera,,Illegal entry into a wildlife protected Area,
1326,,"Flavian,ELISHA",09/03-2014,,,Kinera,,Illegal entry into a wildlife protected Area,
1327,,"Franco,Mbusa Bel",06/03-2014,,,Kakari,,Possession of specimen,
1328,,"Franco,Abel",06/03-2014,,,Kakari,,Possession of wildlife specimen,
1329,,"Jimmy,Bosco",12/03-2014,,,Kazinga,,Illegal entry into a wildlife protected area,
1330,,"Jimmy,Bosco",12/03-2014,,,Kazinga,,Illegal entry into a wildlife protected Area,
1331,,Kireru,12/03-2014,,,Kanyangeya,,Illegal entry into A wildlife protected Area,
1332,,"Kibonge,Salveri",09/03-2014,,,Kanyangeya,,Illegal entry into a wildlife protected area,
1333,,"Kinene,Okwiri",24/03-2014,,,Hakabale,,Negligently Permitting Domestic animals into A wildlife Protecte,
1334,,"Kinene,Okwiri",24/01-2014,,,Hakabale,,Negligently permitting domestic animals into A wildlife protecte,
1335,,"Kinene,Okwiri",24/01-2014,,,Hakabale,,Negligently permitting domestic animals into A Wildlife Protecte,
1336,,"Kavuma,Nsaba Deo",21/03-2014,,,Kararo,,Illegal entry into a wildlife protected Area,
1337,,UPDF at Golf,23/03-2014,,,Gorge,,Possession of devices capable of killing and disturbing wildslif,
1338,,Kinene,26/03-2014,,,Hakable,,Illegal entry into a wildlife protected area,
1339,,"Kinene, Bwambale",26/03-2014,,,Hakabale,,Illegal entry into A wildlife protected area,
1340,,"Kavuma,Nsaba Deo",27/03-2014,,,Kafuro,,Illegal entry into Awildlife protected Area,
1341,,"Kavuma,Nsaba Deo",27/03-2014,,,Kafuo,,Illegal entry into Awildlife Protected Arae,
1342,,"Kavuma,Nsaba Deo",27/03-2014,,,Kafuro,,Illegal entry into a wildlife protected Area,
1343,,"Kavuma, Deo",27/03-2014,,,Kafuro,,Illegal entry into Awildlife Protected Area,
1344,,Kani-Kasito,28/03-2014,,,Nyamusingiri,,Illegal entry into aAwildlife Protected Area,
1345,,Kani-Kasito,28/03-2014,,,Nyamusingiri,,Illegal entry into A wildlife Protected Area,
1346,,Kani-kasito,28/03-2014,,,Nyamusingiri,,Illegal entry into A wildlife Protected Area,
1347,,Kani-Kasito,28/03-2014,,,Nyamusingiri,,Illegal entry into Awildlife Protected Area,
1348,,"Kibonge,Salveri",02/04-2014,,,L.Kikorongo,,Illegal entry into A wildlife Protected Arae,
1349,,"Kibonge,Salveri",02/04-2014,,,L.Kikorongo,,Illegal entry into A Wildlife protected Area,
1350,,"Ngene,Asedri",30/04-2014,,,Katunguru,,CONSPIRANCY,
1351,,"Wafula,Akii",06/04-2014,,,Muruti,,Illegal entry into a wildlife protected area,
1352,,"Wafula,Akii",06/04-2014,,,Muruti,,Illegal entry into a wildlife protected area,
1353,,"Wafula,Akii",06/04-2014,,,Muruti,,Illegal entry into A WILDLIFE PROTCETED ARAE,
1354,,"Wafula,Akii",04/04-2014,,,Rwehingo,,Negligently permitting Domestic animals into A wildlife protecet,
1355,,"Hassan,Isingoma",16/05-2014,,,Mulimangoma,,Illegal entry into A wildlife protected area,
1356,,"Guma,Jimmy",08/05-2014,,,Kanyangeya,,Illegal entry into A wildlife protected area,
1357,,Mwesiwa,10/05-2014,,,Nyakatonze,,Illegal entry into A wildlife protected area,
1358,,"Kinyama,Adris",15/05-2014,,,Rwehingo,,Illegal entry into A wildlife protected area,
1359,,"Kinyama,Adris",15/05-2014,,,Rwehingo,,Illegal entry into A wildlife protected area,
1360,,"Franco,Ochira",16/05-2014,,,Katole,,Illegal entry into A wildlife protected Area,
1361,,"Franco,Ochira",16/05-2014,,,Katole,,Illegal entry into Awildlife protected Area,
1362,,Tuwesigye,19/05-2014,,,Kisenyi,,Illegal entry into A wildife protected Area,
1363,,"Tumwesigye,Ebine",19/05-2014,,,Kisenyi,,Illegal entry into A wildlife protected Area,
1364,,"Tumwesigye,Ebine",19/05-2014,,,Kisenyi,,Illegal entry into A wildlife protected Area,
1365,,"Patience,Oringi",22/05-2014,,,Katako,,Illegal entry into A wildlife protected Area,
1366,,"Patience, Oringi",22/05-2014,,,Katako,,Illegal into A wildlife protected Area,
1367,,"Balyenengwe,Magara",12/05-2014,,,Kinera,,Illegal entry into A wildlife proteceted Area,
1368,,"Balyenengwe,Magara",12/05-2014,,,Kinera,,Illega entry into A wildlife protceted Area,
1369,,"Balyenengwe,Magara",12/05-2014,,,Kinera,,Illegal entry into A wildlife protected Area,
1370,,Olero,26/05-2014,,,Kempera,,Negligently permitting Domestic animals into A wildlife protecte,
1371,,Olero,26/05-2014,,,Kempera,,Negligently permitting domestic animals into A wildlife protecte,
1372,,Kibonge,22/05-2014,,,Kabirizi,,Illegal entry into A widlife Protected,
1373,,Kibonge,22/05-2014,,,Kabirizi,,Illegal entry into A wildlife protected area,
1374,,Kibonge,22/05-2014,,,Kabirizi,,Illegal entry into A wildlife protected area,
1375,,"Kicoco,Edward",29/05-2014,,,Kasenyi trucks,,Illegal entry into A wildlife protected area,
1376,,Baluku,10/06-2014,,,Katojo,,possession of wildlife specimen,
1377,,Hussein,02/06-2014,,,Busunga,,Illegal entry into A wildlife protected area,
1378,,"Kobwemi,Kitio",15/06-2014,,,Kararo,,Illegal entry into A wildlife protected area,
1379,,"Kobwemi,Kitio",15/06-2014,,,Kararo,,Illegal entry into A widlief protected area,
1380,,"Jimmy,Said",17/06-2014,,,Hakabale,,Negligently permitting domestic animals into A wildlife protecte,
1381,,"Basimaki,Obero",11/06-2014,,,Kirimbi,,Illegal entry into A wildlife protected area,
1382,,"Basimaki,Obero",11/06-2014,,,Kirimbi,,Illegal entry into A WIDLIFE PROTECTED AREA,
1383,,"Hassan,Josepht",26/06-2014,,,Kyemengo,,POSSESSION OF DEVICES,
1384,,"Hassan,Musinguzi",26/06-2014,,,Kyemengo,,Possession of illegal devices,
1385,,"Elisha, Akii",26/06-2014,,,Bwende Rest Camp,,Illegal entry into A wildlife Protected Area,
1386,,,22/06-2014,,,Kisenyi,,Illegal entry into A wildlife protected area,
1387,,"Olama,Ahebwa",03/07-2014,,,Katonya,,Illegal entry into A wildlife protected area,
1388,,"Okwirir,Harriet,Amanya",04/07-2014,,,Kanyangeya,,Negligently permitting domestic animals into A wildlife protecte,
1389,,"Hussein,Mirria",03/07-2014,,,Busunga,,Illegal entry into A wildlife protected area,
1390,,"Hussein,Mirria",06/07-2014,,,Busunga,,Negligently permitting domestic animals into A wildlife protecte,
1391,,"Kato,Robert",12/07-2014,,,Rwemuhunda,,Illegal entry into A wildlife protected area,
1392,,"Wilson,Henry",15/07-2014,,,Kinera,,Illegal entry into A wildlife protected area,
1393,,"Olama,Ahebwa",15/07-2014,,,Kinera,,Illegal entry into A wildlife protected area,
1394,,"Olama,Ahebwa",15/07-2014,,,Kinera,,Illegal entry into A wildlife protected area,
1395,,"Hhssein,Miria",15/07-2014,,,Kabirizi,,Illegal entry ninto A wildlife protected area,
1396,,"Hussein,Miria",15/07-2014,,,Kabirizi,,Illegal entry into A wildlife protected area,
1397,,"Elisha,Akii",09/07-2014,,,Hakapale,,Illegal entry into A wildlife protected area,
1398,,"Akii,Elisha",09/07-2014,,,Hakapale,,Illegal entry into A wildlife protceted area,
1399,,"Kibonge,Agaba",14/07-2014,,,Nyamweru,,Illegal entry into A wilfe protected area,
1400,,"Kibonge,Agaba",14/07-2014,,,Nyamweru,,Illegal entry into A wildlife protected area,
1401,,"Kibonge,AliBin Said",08/07-2014,,,Kagezi,,Illegal entry into A wildlife proteceted area,
1402,,"Kibonge,Ali Bin Said",08/07-2014,,,Kagezi,,Illegal entry into A wildlife protected area,
1403,,"Kibonge,Ali Bin said",08/07-2014,,,Kagezi,,Illegal entry into A wildlife protected,
1404,,"Kibonge,Sad",08/07-2014,,,Rwenshema,,Illegal entry into A wildlife protected area,
1405,,"Kibonge,Said",08/07-2014,,,Kagezi,,Illegal entry into A wildlife protected area,
1406,,"Kibonge,Said",08/07-2014,,,Nyamweru,,Illegal entry into Awildlife protected area,
1407,,"Kibonge,Said",08/07-2014,,,Nyamweru,,Illegal entry into A wildlife protected area,
1408,,"Kibonge,Said",08/07-2014,,,Nyamweru,,Illegal entry into A wildlife protected area,
1409,,"Kibonge,Said",20/07-2014,,,Kazinga,,Illegal entry into A wildlief protected area,
1410,,"Kibonge,Said",20/07-2014,,,Kazinga,,Illegal entry into Wildlife Protected area,
1411,,"Kibonge,Said",20/07-2014,,,Kazinga,,Illegal entry into WILDLIFE PROTECTED AREA,
1412,,"Kibonge,Said",20/07-2014,,,Kazinga,,Illegal entry into wildlife protected area,
1413,,"Ngene,Asederi",21/07-2014,,,Kahendero,,Illegal entry into a wildlife protceted area,
1414,,"Zefrino,Birungi Paul",21/07-2014,,,Nyakahita,,Illegal entry int a wildlife protected area,
1415,,"Zefrino,Birungi Paul",21/07-2014,,,Nyakahita,,Illegal entry into a wildlife protected area,
1416,,"Zefrino,Kasozi",26/07-2014,,,Kibengo,,Illegal entry into a wildlife protected area,
1417,,"Zefrino,Kasozi",26/07-2014,,,Kibengo,,Illegal entry into a wildlife protected area,
1418,,Wafula,29/07-2014,,,Nyamusingiri,,Illegal entry into a wildlife protected area,
1419,,Wafula,29/07-2014,,,Nyamusingiri,,Illegal entry into a wildlife protected area,
1420,KCA-KNP-10-2015-03-24-1,Sgt. Kato Moses,22/03-2015,KCA-KNP,Isunga,Rwenswa,Routine patrol by rangers,Illegal harvesting,KCA-KNP
1421,KCA-KNP-10-2015-03-24-2,Cpl. Amanyire Wilson,27/10-2014,KCA-KNP,Isunga,Butunduzi,House visit based on intelligence,Illegal possesion,KCA
1422,KCA-KNP-10-2015-03-24-3,Bakecura Peter,09/10-2014,KCA-KNP,Isunga,Kiziba,Ambush patrol based on intelligence,Illegal grazing,KCA-KNP
1423,KCA-KNP-10-2015-03-24-4,Cpl. Amanyire Wilson,22/06-2014,KCA-KNP,Isunga,Kiziba,Routine patrol by rangers,Illegal grazing,KCA-KNP
1424,KCA-KNP-10-2015-03-25-1,Erongu Yona,24/03-2015,KCA,Kikorogoto,Kisororo,Ambush patrol based on intelligence,Illegal entry,KCA
1426,KCA-KNP-10-2015-03-27-2,Bakecura Peter,11/11-2014,KCA-KNP,Isunga,Kiziba,Ambush patrol based on intelligence,Illegal grazing,KCA-KNP
1427,KCA-KNP-7-2015-03-27-1,Cpl. Amanyire Wilson,20/04-2014,KCA-KNP,Isunga,Nkinga,Routine patrol by rangers,Illegal entry,KCA-KNP
1428,KCA-KNP-10-2015-04-01-1,Africa Moses,17/03-2015,KCA,Kikorogoto,Kwr,Routine patrol by rangers,Illegal grazing,KCA
1429,KCA-KNP-10-2015-04-01-2,Africa Moses,24/03-2015,KCA,Kikorogoto,Byabasita,Routine patrol by rangers,Hunting for meat,KCA
1430,KCA-KNP-10-2015-04-01-3,Africa Moses,24/03-2015,KCA,Kikorogoto,Kinoni Village,House visit based on intelligence,Illegal possesion,KCA
